Customer_ID,Age,Gender,City,Annual_Income,Customer_Segment,Purchase_Frequency,Avg_Order_Value,Total_Annual_Spend,Preferred_Category,Device_Used,Payment_Method,Avg_Session_Duration_Min,Pages_Per_Session,Cart_Abandonment_Rate,Items_Returned,Return_Rate,Discount_Usage,Review_Given,Avg_Rating_Given,Days_Since_Last_Purchase,Wishlist_Items,Newsletter_Subscribed,Membership_Tier
CUST00156,30,Male,Pune,93718,Premium,13,7326.41,112356.22,Sports,Desktop,COD,17.5,12.5,0.31,1,0.08,Sometimes,1,3.2,16,13,No,Bronze
CUST00157,29,Male,Chennai,28535,Occasional,5,338.66,1571.54,Beauty,Desktop,Credit Card,9.8,3.8,0.6,0,0.08,Sometimes,0,,358,5,No,None
CUST00158,28,Female,Chennai,38991,Regular,8,665.6,5305.37,Beauty,Desktop,Debit Card,9.8,8.4,0.25,0,0.12,Never,0,,42,8,Yes,None
CUST00159,29,Male,Chennai,27690,Occasional,1,308.98,281.1,Books,Mobile,Credit Card,13.5,4.5,0.34,0,0.05,Rarely,0,,164,3,Yes,None
CUST00160,35,Male,Kolkata,89672,Premium,20,3619.0,78038.7,Sports,Mobile,Debit Card,16.4,9.5,0.32,1,0.05,Never,1,3.2,54,3,Yes,Bronze
CUST00161,29,Male,Pune,39629,Regular,8,1093.58,8269.85,Clothing,Desktop,Credit Card,10.4,9.7,0.31,0,0.1,Always,1,3.8,64,16,Yes,Bronze
CUST00162,33,Female,Chennai,49579,Occasional,5,2092.55,10515.83,Sports,Mobile,UPI,2.9,6.2,0.56,0,0.1,Sometimes,1,3.2,31,3,No,None
CUST00163,48,Male,Pune,35426,Regular,5,720.36,3297.8,Beauty,Tablet,Credit Card,11.6,5.8,0.37,0,0.15,Never,1,3.2,72,7,Yes,None
CUST00164,45,Female,Mumbai,126155,Premium,17,2788.6,41142.2,Toys,Desktop,Debit Card,19.9,5.5,0.24,1,0.07,Never,1,4.3,36,16,Yes,None
CUST00165,34,Female,Pune,66084,Regular,10,4879.88,52848.64,Electronics,Desktop,Credit Card,4.8,10.2,0.33,1,0.1,Always,0,,143,14,Yes,Bronze
CUST00166,40,Female,Pune,77157,Regular,4,2664.1,12036.52,Electronics,Tablet,COD,10.0,5.6,0.43,0,0.13,Always,0,,36,3,No,None
CUST00167,36,Female,Mumbai,33209,Churned,1,91.88,99.36,Grocery,Desktop,Debit Card,4.3,5.0,0.76,0,0.17,Never,1,4.3,209,4,No,None
CUST00168,35,Male,Kolkata,69930,Regular,4,1718.88,5558.51,Clothing,Mobile,Debit Card,9.5,3.8,0.32,0,0.13,Never,0,,37,10,No,Bronze
CUST00169,28,Male,Delhi,40277,Churned,2,400.73,832.43,Home & Kitchen,Desktop,Wallet,5.8,7.5,0.74,0,0.2,Rarely,1,3.4,131,1,No,None
CUST00170,38,Male,Bangalore,17073,Churned,2,324.0,660.77,Clothing,Mobile,UPI,7.8,4.3,0.71,0,0.23,Sometimes,1,4.1,338,1,No,None
CUST00171,36,Female,Ahmedabad,70897,Regular,8,2156.91,18797.03,Clothing,Desktop,COD,8.6,10.2,0.34,0,0.06,Always,0,,70,2,Yes,Bronze
CUST00172,33,Female,Chennai,39142,Regular,5,914.24,4242.79,Clothing,Mobile,Wallet,10.7,8.1,0.5,0,0.1,Sometimes,1,4.6,179,8,No,None
CUST00173,31,Male,Chennai,39942,Occasional,4,772.97,3645.25,Electronics,Mobile,Credit Card,7.8,4.6,0.54,0,0.0,Rarely,0,,176,5,No,Bronze
CUST00174,43,Male,Mumbai,42268,Occasional,5,4432.12,18542.92,Electronics,Mobile,Credit Card,10.8,10.9,0.36,0,0.08,Sometimes,0,,115,2,Yes,None
CUST00175,36,Male,Mumbai,79276,Regular,4,484.89,2274.13,Books,Mobile,Credit Card,8.3,7.7,0.39,0,0.13,Sometimes,0,,58,19,Yes,None
CUST00176,29,Male,Kolkata,43010,Regular,3,6443.7,15481.53,Electronics,Desktop,Wallet,12.0,5.9,0.45,0,0.19,Sometimes,0,,170,9,Yes,None
CUST00177,29,Female,Ahmedabad,21725,Occasional,2,1356.4,2809.39,Clothing,Desktop,Credit Card,4.3,4.0,0.6,0,0.04,Rarely,1,2.9,260,2,No,None
CUST00178,33,Female,Mumbai,43684,Regular,6,1646.56,10529.82,Sports,Desktop,Credit Card,8.2,4.6,0.36,1,0.17,Rarely,0,,88,0,No,None
CUST00179,19,Male,Kolkata,98584,Premium,15,1789.57,24557.83,Clothing,Tablet,UPI,11.3,1.9,0.36,1,0.07,Rarely,0,,12,4,Yes,Bronze
CUST00180,45,Male,Bangalore,79070,Regular,9,674.33,5713.24,Clothing,Mobile,Wallet,8.3,4.2,0.35,1,0.13,Always,1,3.9,123,7,No,None
CUST00181,37,Female,Chennai,59284,Regular,9,7153.99,54030.03,Electronics,Mobile,UPI,1.2,1.7,0.45,1,0.15,Never,1,3.7,131,13,Yes,None
CUST00182,20,Female,Bangalore,47875,Occasional,1,350.72,406.92,Clothing,Tablet,Credit Card,1.0,5.1,0.42,0,0.14,Sometimes,1,3.6,130,2,Yes,None
CUST00183,19,Male,Pune,50821,Regular,5,611.98,2645.19,Books,Mobile,Debit Card,2.2,6.6,0.51,0,0.11,Sometimes,0,,35,3,No,None
CUST00184,40,Other,Chennai,38839,Churned,2,692.79,1599.75,Clothing,Desktop,COD,7.9,4.6,0.65,0,0.15,Rarely,1,2.6,62,2,No,None
CUST00185,36,Male,Delhi,46230,Regular,3,152.61,398.65,Books,Mobile,Debit Card,7.7,2.7,0.48,0,0.13,Rarely,0,,153,15,Yes,None
CUST00186,29,Female,Delhi,43190,Occasional,1,1447.77,1615.51,Electronics,Mobile,Wallet,9.2,3.8,0.39,0,0.08,Rarely,0,,92,2,Yes,None
CUST00187,42,Female,Bangalore,39274,Regular,7,4632.56,36828.93,Electronics,Desktop,Credit Card,4.4,4.2,0.42,0,0.11,Never,0,,169,20,No,None
CUST00188,38,Male,Pune,21186,Occasional,1,1683.98,1857.57,Home & Kitchen,Desktop,Debit Card,14.3,11.9,0.6,0,0.09,Never,0,,282,3,Yes,None
CUST00189,43,Male,Pune,27539,Occasional,2,868.03,1447.05,Clothing,Mobile,UPI,1.5,9.4,0.45,0,0.13,Sometimes,1,3.2,83,4,Yes,None
CUST00190,38,Female,Bangalore,46828,Occasional,2,606.77,1322.5,Sports,Desktop,Credit Card,8.4,6.8,0.48,0,0.0,Rarely,0,,133,1,Yes,None
CUST00191,37,Female,Mumbai,41527,Regular,3,331.99,811.93,Books,Desktop,Credit Card,9.1,4.1,0.32,0,0.15,Always,1,3.0,40,10,No,None
CUST00192,19,Female,Chennai,38413,Regular,10,1288.78,10327.49,Beauty,Desktop,Credit Card,4.9,4.1,0.42,0,0.09,Sometimes,1,3.9,66,20,Yes,None
CUST00193,45,Female,Chennai,51426,Regular,10,1622.76,17182.77,Electronics,Desktop,UPI,9.5,7.3,0.34,1,0.16,Sometimes,0,,151,12,Yes,Silver
CUST00194,36,Male,Bangalore,30277,Churned,2,1241.77,2241.1,Electronics,Mobile,Credit Card,12.9,11.5,0.76,0,0.14,Sometimes,1,3.8,155,5,Yes,None
CUST00195,25,Male,Hyderabad,117336,Premium,15,5546.5,74505.47,Home & Kitchen,Mobile,Debit Card,9.3,9.0,0.19,0,0.05,Rarely,1,4.3,18,10,Yes,Gold
CUST00196,36,Male,Hyderabad,37211,Occasional,3,371.2,961.63,Books,Mobile,Credit Card,9.4,7.2,0.48,0,0.16,Never,1,4.0,194,0,Yes,None
CUST00197,33,Female,Kolkata,24384,Occasional,4,571.04,2212.14,Clothing,Mobile,Debit Card,8.5,3.4,0.59,0,0.14,Sometimes,0,,81,0,Yes,None
CUST00198,30,Female,Mumbai,70830,Regular,10,2161.56,25905.12,Clothing,Mobile,Debit Card,8.8,7.2,0.47,1,0.13,Sometimes,0,,96,5,No,Bronze
CUST00199,28,Male,Bangalore,32399,Occasional,3,765.07,2372.41,Clothing,Tablet,Credit Card,7.3,7.8,0.68,0,0.06,Never,0,,301,4,Yes,Bronze
CUST00200,35,Female,Kolkata,26630,Churned,1,283.25,300.87,Home & Kitchen,Mobile,Credit Card,8.4,8.3,0.65,0,0.21,Rarely,1,2.7,353,5,No,Bronze
CUST00201,21,Female,Chennai,74080,Regular,6,219.0,1203.18,Beauty,Mobile,Debit Card,19.7,7.2,0.29,0,0.08,Sometimes,0,,62,0,Yes,None
CUST00202,30,Female,Mumbai,15286,Churned,2,91.27,200.79,Books,Desktop,Credit Card,11.9,4.8,0.6,0,0.22,Rarely,0,,41,2,No,None
CUST00203,35,Male,Bangalore,38476,Occasional,1,977.28,992.39,Beauty,Tablet,Wallet,2.2,2.1,0.47,0,0.14,Rarely,0,,320,5,Yes,None
CUST00204,46,Male,Ahmedabad,45684,Occasional,5,317.48,1298.87,Books,Mobile,UPI,9.7,6.3,0.58,0,0.11,Never,0,,161,1,Yes,None
CUST00205,23,Female,Mumbai,40362,Occasional,2,356.13,812.28,Home & Kitchen,Desktop,Debit Card,9.7,6.1,0.63,0,0.12,Never,1,2.8,115,1,No,None
CUST00206,19,Male,Delhi,26604,Occasional,4,432.57,1928.99,Books,Mobile,Debit Card,8.3,9.7,0.73,0,0.06,Sometimes,1,5.0,48,5,Yes,None
CUST00207,42,Male,Mumbai,73365,Regular,7,51.27,330.74,Grocery,Desktop,UPI,5.2,3.2,0.33,0,0.14,Always,0,,54,8,Yes,None
CUST00208,22,Male,Delhi,51177,Regular,6,1618.76,10766.97,Clothing,Mobile,Debit Card,11.9,3.8,0.45,0,0.11,Always,0,,131,6,No,Bronze
CUST00209,26,Female,Ahmedabad,39144,Occasional,4,2362.48,10826.12,Electronics,Mobile,Wallet,5.9,4.2,0.6,0,0.11,Rarely,0,,127,5,No,None
CUST00210,48,Male,Hyderabad,44446,Regular,7,376.24,3058.05,Grocery,Tablet,UPI,8.9,5.7,0.34,0,0.12,Sometimes,0,,148,7,Yes,None
CUST00211,40,Female,Chennai,36779,Churned,2,203.64,330.6,Sports,Tablet,Wallet,12.1,4.1,0.61,0,0.17,Rarely,1,3.2,61,0,No,Gold
CUST00212,32,Male,Pune,37471,Occasional,5,3750.32,19775.01,Electronics,Desktop,Debit Card,8.8,8.6,0.54,0,0.1,Sometimes,0,,177,4,No,None
CUST00213,36,Male,Mumbai,93309,Premium,14,2710.51,32005.69,Clothing,Mobile,Wallet,7.2,5.6,0.0,1,0.12,Rarely,0,,13,20,Yes,Silver
CUST00214,30,Male,Ahmedabad,35501,Churned,1,1546.53,1318.71,Electronics,Desktop,Debit Card,9.1,6.5,0.67,0,0.27,Rarely,0,,167,4,Yes,None
CUST00215,24,Female,Chennai,42000,Occasional,1,441.1,491.92,Beauty,Tablet,Debit Card,8.9,5.5,0.42,0,0.1,Always,1,3.8,202,2,Yes,None
CUST00216,34,Female,Bangalore,23118,Churned,1,662.48,549.81,Clothing,Desktop,Credit Card,13.7,4.7,0.59,0,0.28,Rarely,0,,337,3,No,None
CUST00217,28,Male,Ahmedabad,47170,Regular,3,1136.77,3106.92,Toys,Tablet,Wallet,10.7,6.7,0.43,0,0.11,Rarely,0,,132,4,Yes,Bronze
CUST00218,19,Female,Chennai,61629,Regular,7,315.73,1890.39,Toys,Desktop,COD,6.5,7.8,0.38,0,0.06,Always,0,,83,15,Yes,None
CUST00219,23,Male,Delhi,22180,Occasional,5,748.92,3773.2,Clothing,Tablet,Debit Card,1.0,6.8,0.59,0,0.09,Never,1,3.2,138,4,Yes,None
CUST00220,20,Male,Pune,38526,Occasional,2,3069.1,6708.28,Electronics,Desktop,UPI,6.9,5.2,0.61,0,0.05,Never,0,,87,3,Yes,Bronze
CUST00221,38,Female,Chennai,46977,Occasional,2,151.56,269.42,Home & Kitchen,Desktop,Wallet,8.3,8.9,0.63,0,0.04,Sometimes,0,,69,3,Yes,None
CUST00222,22,Male,Mumbai,39805,Regular,7,2218.15,16439.77,Clothing,Mobile,Wallet,12.9,7.5,0.28,1,0.18,Rarely,0,,170,5,Yes,Silver
CUST00223,21,Male,Mumbai,44561,Regular,5,971.23,4481.46,Clothing,Mobile,Credit Card,5.3,5.2,0.44,0,0.13,Rarely,1,4.0,47,20,No,Bronze
CUST00224,21,Male,Bangalore,79225,Regular,5,2133.59,9687.02,Clothing,Mobile,Credit Card,11.4,3.6,0.33,0,0.11,Rarely,1,3.4,30,18,Yes,None
CUST00225,37,Male,Mumbai,48046,Occasional,5,1057.03,4465.75,Beauty,Mobile,Debit Card,8.1,2.6,0.51,0,0.09,Rarely,0,,54,3,Yes,Bronze
CUST00226,18,Male,Kolkata,46012,Occasional,4,2281.34,8632.08,Sports,Tablet,Credit Card,1.6,6.4,0.69,0,0.08,Sometimes,0,,319,0,Yes,None
CUST00227,45,Male,Bangalore,35769,Regular,6,580.95,2795.48,Clothing,Desktop,UPI,7.5,1.0,0.37,0,0.15,Rarely,0,,111,12,Yes,None
CUST00228,18,Male,Bangalore,43678,Churned,2,189.14,317.81,Clothing,Mobile,UPI,15.0,2.7,0.58,0,0.17,Rarely,0,,253,0,No,None
CUST00229,40,Male,Ahmedabad,66501,Regular,8,1586.43,13771.16,Electronics,Mobile,UPI,10.9,8.1,0.21,0,0.12,Never,0,,93,5,No,Bronze
CUST00230,40,Male,Delhi,81024,Premium,10,3860.6,40949.77,Home & Kitchen,Mobile,UPI,29.9,6.5,0.1,0,0.0,Rarely,0,,6,14,Yes,Gold
CUST00231,31,Male,Delhi,40019,Regular,6,3479.28,18639.66,Sports,Mobile,Wallet,4.8,7.3,0.26,0,0.06,Always,0,,127,4,Yes,Bronze
CUST00232,23,Female,Chennai,101946,Premium,13,3683.35,43266.56,Home & Kitchen,Tablet,UPI,14.6,5.7,0.29,0,0.01,Rarely,0,,45,11,No,Silver
CUST00233,30,Male,Delhi,67560,Regular,4,2872.01,9508.45,Home & Kitchen,Mobile,Credit Card,10.9,3.1,0.45,0,0.09,Always,0,,180,0,Yes,Gold
CUST00234,33,Male,Kolkata,41943,Regular,7,1492.42,10007.17,Electronics,Mobile,Debit Card,2.8,6.6,0.28,1,0.17,Rarely,1,3.6,109,16,Yes,Bronze
CUST00235,31,Male,Delhi,33648,Occasional,1,1279.19,1379.73,Clothing,Mobile,Credit Card,4.1,3.8,0.4,0,0.05,Rarely,0,,186,1,No,None
CUST00236,44,Other,Kolkata,47344,Occasional,1,1245.03,1447.34,Clothing,Tablet,Credit Card,11.2,3.3,0.64,0,0.13,Rarely,0,,323,5,Yes,None
CUST00237,18,Male,Ahmedabad,23745,Churned,2,693.2,1595.43,Clothing,Mobile,Credit Card,13.1,8.1,0.78,0,0.21,Never,0,,181,2,No,None
CUST00238,49,Female,Pune,66622,Regular,6,1462.77,7043.72,Beauty,Desktop,COD,5.5,3.6,0.28,0,0.11,Rarely,1,4.6,74,11,Yes,None
CUST00239,37,Male,Pune,120463,Premium,19,1450.83,27307.89,Beauty,Mobile,Debit Card,18.1,2.3,0.02,1,0.06,Rarely,0,,59,12,No,Gold
CUST00240,30,Male,Chennai,38449,Regular,8,4816.96,32423.31,Electronics,Mobile,Credit Card,3.3,6.7,0.32,1,0.15,Rarely,0,,113,11,Yes,None
CUST00241,23,Female,Chennai,27792,Occasional,2,1587.87,2916.28,Sports,Mobile,Debit Card,11.2,5.2,0.58,0,0.09,Sometimes,0,,321,1,Yes,None
CUST00242,18,Male,Delhi,34517,Occasional,5,1849.1,9868.54,Sports,Mobile,Credit Card,11.9,1.9,0.51,0,0.1,Rarely,0,,210,3,Yes,None
CUST00243,30,Male,Kolkata,23460,Occasional,5,1365.27,6024.5,Home & Kitchen,Mobile,Credit Card,1.0,4.7,0.67,0,0.11,Rarely,1,3.2,234,3,No,None
CUST00244,26,Male,Bangalore,54601,Regular,8,1519.79,12002.49,Home & Kitchen,Mobile,Credit Card,8.2,4.9,0.41,1,0.13,Rarely,0,,169,12,No,None
CUST00245,25,Female,Bangalore,132197,Premium,10,3535.73,32428.49,Home & Kitchen,Tablet,Debit Card,18.0,7.2,0.18,1,0.11,Rarely,1,3.8,43,2,Yes,Bronze
CUST00246,18,Female,Mumbai,62056,Regular,5,1452.32,6880.87,Clothing,Mobile,Credit Card,10.6,2.1,0.3,0,0.15,Rarely,0,,34,15,Yes,Silver
CUST00247,41,Male,Bangalore,30622,Churned,2,223.63,469.8,Books,Mobile,Credit Card,10.5,3.3,0.65,0,0.18,Never,0,,70,1,Yes,None
CUST00248,28,Female,Ahmedabad,26590,Churned,2,691.69,1567.87,Electronics,Desktop,Debit Card,6.3,3.3,0.71,0,0.24,Never,0,,290,2,Yes,None
CUST00249,19,Male,Mumbai,49796,Occasional,2,803.11,1512.25,Clothing,Mobile,UPI,4.2,5.1,0.68,0,0.14,Always,1,3.9,204,5,Yes,Bronze
CUST00250,25,Female,Hyderabad,42627,Occasional,2,815.6,1354.54,Electronics,Desktop,Wallet,7.6,3.6,0.67,0,0.05,Always,1,5.0,141,0,No,None
CUST00251,41,Female,Chennai,136681,Premium,17,4079.69,61352.78,Clothing,Tablet,Wallet,21.6,5.6,0.14,0,0.03,Sometimes,0,,58,19,Yes,Gold
CUST00252,31,Female,Chennai,84783,Premium,11,5863.59,75569.39,Clothing,Mobile,UPI,1.0,5.7,0.09,0,0.09,Sometimes,1,4.2,15,5,No,Bronze
CUST00253,33,Female,Kolkata,24350,Occasional,1,4441.76,4052.52,Electronics,Mobile,Debit Card,6.7,3.8,0.65,0,0.08,Sometimes,0,,149,3,No,None
CUST00254,35,Female,Pune,48053,Occasional,5,2853.41,12095.38,Electronics,Desktop,Wallet,6.8,3.9,0.5,0,0.06,Rarely,0,,69,0,Yes,Bronze
CUST00255,20,Male,Kolkata,20226,Occasional,1,435.42,519.94,Sports,Desktop,Credit Card,1.5,4.9,0.43,0,0.02,Rarely,1,4.0,176,0,Yes,Bronze
CUST00256,56,Female,Bangalore,21175,Occasional,5,1538.6,8994.06,Home & Kitchen,Mobile,Debit Card,6.9,7.7,0.73,0,0.1,Rarely,1,3.7,324,1,Yes,Bronze
CUST00257,47,Male,Bangalore,71411,Regular,10,773.68,8711.81,Beauty,Tablet,Credit Card,1.7,1.0,0.3,0,0.09,Sometimes,0,,120,13,Yes,None
CUST00258,45,Female,Hyderabad,59131,Regular,6,558.38,3837.02,Books,Mobile,Credit Card,12.5,8.3,0.39,0,0.11,Sometimes,1,4.3,52,13,Yes,Silver
CUST00259,30,Male,Delhi,53574,Regular,4,1392.87,5706.91,Clothing,Mobile,COD,6.6,5.7,0.31,0,0.18,Sometimes,0,,52,3,Yes,Bronze
CUST00260,53,Male,Bangalore,74314,Regular,8,1510.26,9690.77,Home & Kitchen,Desktop,COD,9.7,5.2,0.38,0,0.12,Always,1,3.2,69,12,Yes,Bronze
CUST00261,36,Female,Hyderabad,91918,Premium,18,14347.54,247652.6,Electronics,Mobile,Credit Card,19.7,1.0,0.23,0,0.05,Never,1,4.5,6,12,Yes,Bronze
CUST00262,33,Male,Mumbai,78892,Regular,9,552.46,5943.44,Beauty,Tablet,Debit Card,15.3,2.0,0.31,1,0.16,Always,1,3.3,34,6,No,None
CUST00263,22,Other,Mumbai,39368,Occasional,5,230.62,966.8,Home & Kitchen,Mobile,Credit Card,6.5,2.8,0.51,0,0.04,Always,0,,157,2,No,Silver
CUST00264,32,Female,Mumbai,41453,Occasional,1,204.45,200.55,Books,Tablet,UPI,6.5,7.0,0.56,0,0.06,Never,0,,104,2,No,None
CUST00265,22,Other,Bangalore,29250,Occasional,1,1008.29,1035.45,Home & Kitchen,Desktop,Debit Card,4.5,7.0,0.58,0,0.1,Sometimes,0,,200,0,No,Bronze
CUST00266,37,Male,Hyderabad,47642,Occasional,3,963.44,2820.94,Sports,Mobile,Credit Card,11.9,3.4,0.47,0,0.05,Sometimes,1,3.8,326,2,No,Bronze
CUST00267,35,Female,Mumbai,82448,Premium,19,1300.69,21495.35,Clothing,Desktop,UPI,15.9,5.2,0.1,0,0.01,Always,0,,35,12,No,Silver
CUST00268,37,Male,Kolkata,64769,Regular,4,3700.48,13885.19,Sports,Mobile,Credit Card,1.2,4.3,0.58,0,0.06,Rarely,1,3.8,168,18,No,Gold
CUST00269,52,Other,Pune,20661,Occasional,4,569.93,1967.55,Sports,Mobile,UPI,4.6,8.5,0.66,0,0.07,Rarely,1,3.2,97,1,No,None
CUST00270,28,Female,Pune,42953,Churned,1,137.33,129.39,Clothing,Mobile,UPI,12.4,7.1,0.68,0,0.2,Rarely,0,,225,1,Yes,None
CUST00271,29,Female,Bangalore,17308,Churned,2,348.03,826.38,Sports,Mobile,Wallet,10.0,9.1,0.7,0,0.17,Sometimes,1,3.2,306,0,Yes,None
CUST00272,23,Female,Mumbai,60192,Regular,6,743.66,3868.01,Clothing,Desktop,Debit Card,14.0,2.0,0.44,0,0.16,Sometimes,0,,174,15,Yes,Bronze
CUST00273,30,Male,Mumbai,119354,Premium,16,779.74,14400.82,Books,Mobile,UPI,1.7,7.0,0.22,0,0.06,Rarely,1,3.9,58,6,Yes,Bronze
CUST00274,23,Male,Delhi,60005,Regular,10,782.32,6868.69,Clothing,Desktop,UPI,6.1,3.8,0.29,0,0.05,Sometimes,0,,65,10,Yes,Silver
CUST00275,28,Male,Mumbai,45928,Regular,6,1937.07,13489.67,Clothing,Mobile,Wallet,12.6,7.7,0.29,0,0.11,Sometimes,0,,60,11,Yes,None
CUST00276,32,Female,Mumbai,48158,Regular,4,698.59,2751.78,Clothing,Mobile,Debit Card,1.0,2.9,0.3,0,0.09,Rarely,0,,177,7,No,None
CUST00277,33,Female,Hyderabad,61874,Regular,8,2907.89,24271.9,Home & Kitchen,Desktop,UPI,11.9,9.4,0.39,1,0.18,Rarely,0,,149,4,No,None
CUST00278,33,Male,Bangalore,68201,Regular,8,2390.62,21559.7,Clothing,Mobile,Debit Card,1.4,7.7,0.31,0,0.1,Always,0,,172,5,No,Gold
CUST00279,33,Male,Delhi,69262,Regular,7,1813.73,11384.39,Home & Kitchen,Mobile,Debit Card,5.9,7.2,0.43,0,0.13,Always,0,,81,20,Yes,Silver
CUST00280,18,Female,Bangalore,57418,Regular,7,1084.51,7599.7,Beauty,Mobile,Credit Card,7.9,11.1,0.18,1,0.15,Sometimes,0,,69,12,No,Bronze
CUST00281,24,Male,Ahmedabad,43173,Churned,2,333.35,677.92,Clothing,Mobile,UPI,1.5,4.5,0.77,0,0.2,Sometimes,1,3.9,116,5,No,None
CUST00282,53,Female,Delhi,47619,Occasional,2,659.85,1321.3,Home & Kitchen,Desktop,Debit Card,11.1,5.2,0.45,0,0.06,Rarely,0,,31,0,No,None
CUST00283,18,Female,Delhi,24937,Churned,2,272.05,564.09,Sports,Desktop,Credit Card,13.9,4.9,0.73,0,0.18,Rarely,1,4.4,330,4,No,Bronze
CUST00284,39,Female,Chennai,46081,Regular,6,451.77,2897.71,Home & Kitchen,Desktop,Wallet,12.3,8.0,0.31,0,0.09,Never,0,,32,14,Yes,None
CUST00285,29,Male,Bangalore,36820,Occasional,3,158.44,567.36,Books,Mobile,Credit Card,4.7,5.8,0.44,0,0.09,Sometimes,0,,318,3,Yes,None
CUST00286,48,Male,Bangalore,82478,Premium,10,2089.55,20875.11,Sports,Desktop,Debit Card,11.0,10.3,0.21,1,0.1,Rarely,0,,13,6,No,Bronze
CUST00287,37,Male,Delhi,36605,Occasional,5,1305.48,7667.26,Home & Kitchen,Desktop,Credit Card,12.3,6.9,0.61,0,0.14,Never,0,,137,5,Yes,Bronze
CUST00288,57,Male,Bangalore,62255,Regular,4,1768.14,6774.45,Electronics,Mobile,UPI,13.2,7.8,0.3,0,0.16,Rarely,1,5.0,104,14,Yes,None
CUST00289,61,Male,Mumbai,88349,Premium,9,2576.8,26535.37,Sports,Mobile,Debit Card,17.3,8.8,0.26,0,0.0,Never,1,3.9,20,7,No,Bronze
CUST00290,28,Female,Ahmedabad,22905,Churned,2,732.65,1526.79,Clothing,Mobile,Wallet,4.7,8.4,0.68,0,0.21,Rarely,0,,329,2,No,Bronze
CUST00291,35,Male,Delhi,30119,Churned,2,763.06,1491.4,Electronics,Desktop,Credit Card,16.2,3.6,0.83,0,0.2,Rarely,0,,105,3,Yes,None
CUST00292,30,Female,Bangalore,60290,Regular,3,257.24,623.06,Grocery,Mobile,Debit Card,10.1,5.9,0.31,0,0.09,Sometimes,0,,48,12,No,Bronze
CUST00293,25,Male,Pune,77424,Regular,4,1021.22,3449.49,Electronics,Desktop,COD,9.9,3.8,0.25,0,0.17,Sometimes,1,4.5,38,13,No,Bronze
CUST00294,34,Male,Ahmedabad,104363,Premium,18,2030.74,43229.51,Home & Kitchen,Mobile,Credit Card,13.5,8.8,0.22,1,0.09,Never,0,,29,19,No,Silver
CUST00295,30,Male,Delhi,36711,Occasional,3,1436.12,3484.11,Clothing,Tablet,Debit Card,10.5,7.0,0.5,0,0.11,Sometimes,0,,318,5,Yes,None
CUST00296,38,Male,Pune,86369,Premium,11,2217.46,26732.9,Toys,Mobile,Credit Card,9.0,5.6,0.3,0,0.07,Rarely,0,,36,14,Yes,Gold
CUST00297,22,Female,Kolkata,46708,Regular,6,1336.98,8917.79,Electronics,Mobile,UPI,1.0,6.8,0.39,0,0.13,Sometimes,1,4.7,104,4,No,None
CUST00298,20,Male,Mumbai,40323,Regular,6,3176.57,20069.98,Sports,Desktop,Wallet,7.0,7.7,0.41,0,0.12,Sometimes,0,,49,11,Yes,None
CUST00299,42,Female,Mumbai,30160,Occasional,3,3047.97,10375.39,Electronics,Mobile,Credit Card,1.0,5.1,0.57,0,0.06,Sometimes,1,3.4,271,0,No,None
CUST00300,33,Female,Hyderabad,33882,Churned,1,879.11,880.59,Home & Kitchen,Desktop,Wallet,3.0,2.8,0.7,0,0.23,Rarely,0,,75,1,No,None
CUST00301,30,Female,Delhi,48427,Regular,8,1260.75,10659.4,Electronics,Desktop,COD,14.4,6.2,0.33,1,0.22,Rarely,1,4.7,62,9,No,None
CUST00302,21,Other,Bangalore,24908,Occasional,3,50,145.7,Grocery,Desktop,UPI,13.0,8.4,0.6,0,0.09,Rarely,1,3.7,221,2,Yes,None
CUST00303,18,Male,Hyderabad,39092,Regular,9,770.95,6426.7,Beauty,Mobile,Debit Card,1.2,10.9,0.35,0,0.1,Sometimes,1,3.3,177,17,No,None
CUST00304,41,Male,Mumbai,148336,Premium,19,3421.45,77272.0,Clothing,Desktop,Debit Card,18.7,8.7,0.02,0,0.04,Rarely,0,,52,4,Yes,Gold
CUST00305,18,Male,Pune,38671,Churned,1,641.72,641.42,Electronics,Desktop,Credit Card,1.0,5.3,0.71,0,0.22,Sometimes,0,,82,3,No,None
CUST00306,30,Male,Pune,38743,Occasional,1,492.1,557.83,Electronics,Desktop,Credit Card,7.7,8.6,0.53,0,0.08,Rarely,0,,79,4,Yes,None
CUST00307,32,Male,Ahmedabad,47105,Occasional,1,476.38,417.65,Beauty,Desktop,Credit Card,16.1,9.0,0.41,0,0.11,Rarely,0,,255,2,No,None
CUST00308,38,Male,Hyderabad,85369,Premium,9,1231.88,11845.72,Grocery,Mobile,Wallet,20.1,4.2,0.1,0,0.09,Never,1,4.4,8,18,No,Bronze
CUST00309,30,Female,Mumbai,37852,Occasional,3,131.79,319.16,Grocery,Mobile,Credit Card,15.0,5.8,0.61,0,0.06,Sometimes,0,,167,1,Yes,None
CUST00310,21,Female,Pune,51590,Regular,4,555.46,2199.68,Electronics,Mobile,Wallet,5.4,6.9,0.41,0,0.13,Rarely,1,4.9,63,10,No,Bronze
CUST00311,46,Female,Mumbai,138316,Premium,19,14027.68,302532.44,Electronics,Desktop,Debit Card,1.6,2.1,0.27,0,0.04,Always,0,,5,10,No,None
